,train_step,reward_mean,reward_std
0,0,-0.012451712973415852,0.0
1,1,-0.012684125453233719,0.0
2,2,-0.012673744931817055,0.0
3,3,-0.012672553770244122,0.0
4,4,-0.012263932265341282,0.0
5,5,-0.017850112169981003,0.0
6,6,-0.007786399684846401,0.0
7,7,-0.012752448208630085,0.0
8,8,-0.012700019404292107,0.0
9,9,-0.012702765874564648,0.0
10,10,-0.012702098116278648,0.0
11,11,-0.01371947955340147,0.0
12,12,-0.013157832436263561,0.0
13,13,-0.01270104106515646,0.0
14,14,-0.012701968662440777,0.0
15,15,-0.02205818146467209,0.0
16,16,-0.012706312350928783,0.0
17,17,-0.012699933722615242,0.0
18,18,-0.01269542146474123,0.0
19,19,-0.012701589614152908,0.0
20,20,-0.012708235532045364,0.0
21,21,-0.012711569666862488,0.0
22,22,-0.0122689763084054,0.0
23,23,-0.012682300060987473,0.0
24,24,-0.007514395751059055,0.0
25,25,-0.012271313928067684,0.0
26,26,-0.012705272063612938,0.0
27,27,-0.01270357146859169,0.0
28,28,-0.012953282333910465,0.0
29,29,-0.01276656799018383,0.0
30,30,-0.012702376581728458,0.0
31,31,-0.01225519273430109,0.0
32,32,-0.0127028226852417,0.0
33,33,-0.012738946825265884,0.0
34,34,-0.017424799501895905,0.0
35,35,-0.012707879766821861,0.0
36,36,-0.013948076404631138,0.0
37,37,-0.013383226469159126,0.0
38,38,-0.012272235937416553,0.0
39,39,-0.012704736553132534,0.0
40,40,-0.012273416854441166,0.0
41,41,-0.012688319198787212,0.0
42,42,-0.01268844772130251,0.0
43,43,-0.012702560983598232,0.0
44,44,-0.012704904191195965,0.0
45,45,-0.012703797779977322,0.0
46,46,-0.012708917260169983,0.0
47,47,-0.012701613828539848,0.0
48,48,-0.01227747742086649,0.0
49,49,-0.012707212939858437,0.0
50,50,-0.012264004908502102,0.0
51,51,-0.012699349783360958,0.0
52,52,-0.012272250838577747,0.0
53,53,-0.012703957036137581,0.0
54,54,-0.012287943623960018,0.0
55,55,-0.012702985666692257,0.0
56,56,-0.013534932397305965,0.0
57,57,-0.01223865058273077,0.0
58,58,-0.01270281057804823,0.0
59,59,-0.01227732002735138,0.0
60,60,-0.012732870876789093,0.0
61,61,-0.012272360734641552,0.0
62,62,-0.012701019644737244,0.0
63,63,-0.009138007648289204,0.0
64,64,-0.01227247342467308,0.0
65,65,-0.012705016881227493,0.0
66,66,-0.012274470180273056,0.0
67,67,-0.014569143764674664,0.0
68,68,-0.012603487819433212,0.0
69,69,-0.012701881118118763,0.0
70,70,-0.012695115990936756,0.0
71,71,-0.012702979147434235,0.0
72,72,-0.012685292400419712,0.0
