,train_step,reward_mean,reward_std
0,0,858.2198486328125,0.0
1,1,858.2236938476562,0.0
2,2,857.4365234375,0.0
3,3,857.6106567382812,0.0
4,4,857.7581787109375,0.0
5,5,857.8171997070312,0.0
6,6,857.996337890625,0.0
7,7,857.800537109375,0.0
8,8,858.3095703125,0.0
9,9,857.800537109375,0.0
10,10,858.2236328125,0.0
11,11,857.50439453125,0.0
12,12,858.097900390625,0.0
13,13,857.6358642578125,0.0
14,14,857.80810546875,0.0
15,15,858.0274047851562,0.0
16,16,858.8023071289062,0.0
17,17,857.4580078125,0.0
18,18,857.5005493164062,0.0
19,19,858.2980346679688,0.0
20,20,857.9735717773438,0.0
21,21,858.23828125,0.0
22,22,857.5005493164062,0.0
23,23,859.9601440429688,0.0
24,24,858.1182861328125,0.0
25,25,857.5005493164062,0.0
26,26,858.3189697265625,0.0
27,27,857.3309326171875,0.0
28,28,858.23828125,0.0
29,29,857.3375244140625,0.0
30,30,857.8844604492188,0.0
31,31,857.6300659179688,0.0
32,32,858.2980346679688,0.0
33,33,857.8766479492188,0.0
34,34,856.3027954101562,0.0
35,35,857.8564453125,0.0
36,36,858.0422973632812,0.0
37,37,857.5722045898438,0.0
38,38,858.2666625976562,0.0
39,39,857.2979125976562,0.0
40,40,857.6343994140625,0.0
41,41,857.9998168945312,0.0
42,42,857.6831665039062,0.0
43,43,857.969482421875,0.0
44,44,856.4798583984375,0.0
45,45,858.1154174804688,0.0
46,46,857.5943603515625,0.0
47,47,857.7634887695312,0.0
48,48,857.5943603515625,0.0
49,49,858.2054443359375,0.0
50,50,857.7821655273438,0.0
51,51,858.392822265625,0.0
52,52,857.3428955078125,0.0
53,53,858.010009765625,0.0
54,54,858.5576171875,0.0
55,55,858.41796875,0.0
56,56,857.4898071289062,0.0
57,57,858.03125,0.0
58,58,857.6149291992188,0.0
59,59,858.0663452148438,0.0
60,60,857.3831787109375,0.0
61,61,858.2815551757812,0.0
62,62,856.3654174804688,0.0
63,63,857.80810546875,0.0
64,64,857.8820190429688,0.0
65,65,857.3778076171875,0.0
66,66,858.022705078125,0.0
67,67,858.1732177734375,0.0
68,68,858.1216430664062,0.0
69,69,857.8440551757812,0.0
70,70,858.1828002929688,0.0
71,71,857.3778076171875,0.0
72,72,858.310791015625,0.0
73,73,855.987060546875,0.0
74,74,858.181640625,0.0
75,75,858.1828002929688,0.0
76,76,857.5111694335938,0.0
77,77,858.3360595703125,0.0
78,78,857.5098876953125,0.0
79,79,858.0974731445312,0.0
80,80,857.9395141601562,0.0
81,81,858.1257934570312,0.0
82,82,857.3381958007812,0.0
83,83,857.0155029296875,0.0
84,84,857.3309326171875,0.0
85,85,857.969482421875,0.0
86,86,858.0118408203125,0.0
87,87,857.969482421875,0.0
88,88,857.6143188476562,0.0
89,89,857.2979125976562,0.0
90,90,857.9970092773438,0.0
91,91,857.4771118164062,0.0
92,92,858.0696411132812,0.0
93,93,857.127197265625,0.0
94,94,858.4183959960938,0.0
95,95,857.3818969726562,0.0
96,96,858.0433349609375,0.0
97,97,857.6249389648438,0.0
98,98,858.35009765625,0.0
99,99,857.3818969726562,0.0
