,train_step,reward_mean,reward_std
0,0,151463664.0,0.0
1,1,151346432.0,0.0
2,2,152059904.0,0.0
3,3,150936608.0,0.0
4,4,150523424.0,0.0
5,5,150035776.0,0.0
6,6,151087616.0,0.0
7,7,151062320.0,0.0
8,8,151398320.0,0.0
9,9,150950400.0,0.0
10,10,151224352.0,0.0
11,11,151693728.0,0.0
12,12,150624736.0,0.0
13,13,151539776.0,0.0
14,14,150837360.0,0.0
15,15,150972464.0,0.0
16,16,152049824.0,0.0
17,17,151382768.0,0.0
18,18,150629408.0,0.0
19,19,151111232.0,0.0
20,20,151398160.0,0.0
21,21,150590944.0,0.0
22,22,150813056.0,0.0
23,23,150435552.0,0.0
24,24,151070320.0,0.0
25,25,151228848.0,0.0
26,26,151912608.0,0.0
27,27,150544992.0,0.0
28,28,151332800.0,0.0
29,29,151429616.0,0.0
30,30,151630176.0,0.0
31,31,150802128.0,0.0
32,32,150616816.0,0.0
33,33,150062368.0,0.0
34,34,150273776.0,0.0
35,35,151076624.0,0.0
36,36,150968928.0,0.0
37,37,150960880.0,0.0
38,38,151812400.0,0.0
39,39,150984736.0,0.0
40,40,150507232.0,0.0
41,41,151220496.0,0.0
42,42,151265408.0,0.0
43,43,150975968.0,0.0
44,44,151328688.0,0.0
45,45,151329904.0,0.0
46,46,150014320.0,0.0
47,47,151228208.0,0.0
48,48,150501760.0,0.0
49,49,150636304.0,0.0
50,50,150950240.0,0.0
51,51,151117312.0,0.0
52,52,150678752.0,0.0
53,53,151385904.0,0.0
54,54,151587952.0,0.0
55,55,152207232.0,0.0
56,56,150871360.0,0.0
57,57,150726640.0,0.0
58,58,151849664.0,0.0
59,59,150879536.0,0.0
60,60,150565024.0,0.0
61,61,150598288.0,0.0
62,62,150258384.0,0.0
63,63,151039616.0,0.0
64,64,151875024.0,0.0
65,65,151623152.0,0.0
66,66,150384448.0,0.0
67,67,150907808.0,0.0
68,68,151244624.0,0.0
69,69,151161584.0,0.0
70,70,150686080.0,0.0
71,71,151484288.0,0.0
72,72,151047216.0,0.0
73,73,151258688.0,0.0
74,74,150773312.0,0.0
75,75,151109216.0,0.0
76,76,150728064.0,0.0
77,77,151468256.0,0.0
78,78,150141216.0,0.0
79,79,150990416.0,0.0
80,80,150741216.0,0.0
81,81,151348672.0,0.0
82,82,152094144.0,0.0
83,83,150961360.0,0.0
84,84,150936128.0,0.0
85,85,151554528.0,0.0
86,86,149748624.0,0.0
87,87,151883584.0,0.0
88,88,150886944.0,0.0
89,89,150358416.0,0.0
90,90,151676656.0,0.0
91,91,150810576.0,0.0
92,92,150813488.0,0.0
93,93,151348976.0,0.0
94,94,150758432.0,0.0
95,95,150867328.0,0.0
96,96,150839872.0,0.0
97,97,150891728.0,0.0
98,98,150724720.0,0.0
99,99,150593344.0,0.0
100,100,150899424.0,0.0
101,101,150623824.0,0.0
102,102,150955168.0,0.0
103,103,151149248.0,0.0
104,104,151187024.0,0.0
105,105,151276480.0,0.0
106,106,151342144.0,0.0
107,107,151350656.0,0.0
108,108,151103376.0,0.0
109,109,151081680.0,0.0
110,110,151405840.0,0.0
111,111,151115760.0,0.0
112,112,151115408.0,0.0
113,113,151199312.0,0.0
114,114,150805664.0,0.0
115,115,151746272.0,0.0
116,116,150627808.0,0.0
117,117,150394720.0,0.0
118,118,151503856.0,0.0
119,119,151838736.0,0.0
120,120,151505680.0,0.0
121,121,150745184.0,0.0
122,122,150989088.0,0.0
123,123,151211408.0,0.0
124,124,150695376.0,0.0
125,125,150996064.0,0.0
126,126,150942176.0,0.0
127,127,150844480.0,0.0
128,128,150537408.0,0.0
129,129,151628864.0,0.0
130,130,151038832.0,0.0
131,131,150898784.0,0.0
132,132,150367744.0,0.0
133,133,150456464.0,0.0
134,134,151523584.0,0.0
135,135,152368688.0,0.0
136,136,151066944.0,0.0
137,137,151136944.0,0.0
138,138,150797968.0,0.0
139,139,150731024.0,0.0
140,140,150662400.0,0.0
141,141,150396256.0,0.0
142,142,150801552.0,0.0
143,143,151058624.0,0.0
144,144,151138624.0,0.0
145,145,150576544.0,0.0
146,146,150660752.0,0.0
147,147,150766992.0,0.0
148,148,151644848.0,0.0
149,149,150920096.0,0.0
150,150,149831856.0,0.0
151,151,150683536.0,0.0
152,152,150921216.0,0.0
153,153,150710176.0,0.0
154,154,150984160.0,0.0
155,155,151803760.0,0.0
156,156,150311344.0,0.0
157,157,150686560.0,0.0
158,158,151676528.0,0.0
159,159,151672976.0,0.0
160,160,150509888.0,0.0
161,161,151148160.0,0.0
162,162,151004640.0,0.0
163,163,150356896.0,0.0
164,164,151227792.0,0.0
165,165,151502784.0,0.0
166,166,150349920.0,0.0
167,167,151123984.0,0.0
168,168,150460336.0,0.0
169,169,150648576.0,0.0
170,170,150976528.0,0.0
171,171,150943824.0,0.0
172,172,151103600.0,0.0
173,173,150545136.0,0.0
174,174,151237792.0,0.0
175,175,151463696.0,0.0
176,176,151011936.0,0.0
177,177,150335104.0,0.0
178,178,150716400.0,0.0
179,179,151443776.0,0.0
180,180,151149248.0,0.0
181,181,151103184.0,0.0
182,182,151008480.0,0.0
183,183,151154784.0,0.0
184,184,151401120.0,0.0
185,185,150203568.0,0.0
186,186,151600784.0,0.0
187,187,151212848.0,0.0
188,188,151291984.0,0.0
189,189,151235024.0,0.0
190,190,150926016.0,0.0
191,191,151354448.0,0.0
192,192,149612224.0,0.0
193,193,150467440.0,0.0
194,194,151040816.0,0.0
195,195,150964816.0,0.0
196,196,150926288.0,0.0
197,197,149427696.0,0.0
198,198,151875200.0,0.0
199,199,151115104.0,0.0
