,train_step,reward_mean,reward_std
0,0,-0.0064329952001571655,0.0
1,1,-0.006441252771764994,0.0
2,2,-0.006447362247854471,0.0
3,3,-0.006451326888054609,0.0
4,4,-0.006453823763877153,0.0
5,5,-0.006455136928707361,0.0
6,6,-0.006454444490373135,0.0
7,7,-0.0064533487893640995,0.0
8,8,-0.006453230045735836,0.0
9,9,-0.006452211644500494,0.0
10,10,-0.006451104301959276,0.0
11,11,-0.006451825145632029,0.0
12,12,-0.006451866589486599,0.0
13,13,-0.006452308036386967,0.0
14,14,-0.006453292444348335,0.0
15,15,-0.006454274524003267,0.0
16,16,-0.006454787217080593,0.0
17,17,-0.006455048453062773,0.0
18,18,-0.006454792805016041,0.0
19,19,-0.00645446265116334,0.0
20,20,-0.006454931106418371,0.0
21,21,-0.006454577669501305,0.0
22,22,-0.006453914567828178,0.0
23,23,-0.00645420653745532,0.0
24,24,-0.006454218178987503,0.0
25,25,-0.0064539797604084015,0.0
26,26,-0.0064542549662292,0.0
27,27,-0.0064547318033874035,0.0
28,28,-0.0064545380882918835,0.0
29,29,-0.006454745307564735,0.0
30,30,-0.00645512854680419,0.0
31,31,-0.006455224007368088,0.0
32,32,-0.006454967427998781,0.0
33,33,-0.00645446078851819,0.0
34,34,-0.0064549134112894535,0.0
35,35,-0.006454937160015106,0.0
36,36,-0.006454905029386282,0.0
37,37,-0.006454723421484232,0.0
38,38,-0.006454336456954479,0.0
39,39,-0.0064550116658210754,0.0
40,40,-0.006455044262111187,0.0
41,41,-0.006455281749367714,0.0
42,42,-0.006455348338931799,0.0
43,43,-0.006454885005950928,0.0
44,44,-0.006455118767917156,0.0
45,45,-0.00645484309643507,0.0
46,46,-0.006454835180193186,0.0
47,47,-0.006455373950302601,0.0
48,48,-0.006454348098486662,0.0
49,49,-0.0064555262215435505,0.0
50,50,-0.00645435368642211,0.0
51,51,-0.006454950664192438,0.0
52,52,-0.006454944144934416,0.0
53,53,-0.006455113645642996,0.0
54,54,-0.006454563234001398,0.0
55,55,-0.006454868242144585,0.0
56,56,-0.006455025635659695,0.0
57,57,-0.006454876158386469,0.0
58,58,-0.006455065216869116,0.0
59,59,-0.00645503168925643,0.0
60,60,-0.006455568131059408,0.0
61,61,-0.006455286405980587,0.0
62,62,-0.006455039139837027,0.0
63,63,-0.006455373950302601,0.0
64,64,-0.006454785820096731,0.0
65,65,-0.006454583257436752,0.0
66,66,-0.006455229129642248,0.0
67,67,-0.006455468945205212,0.0
68,68,-0.0064555262215435505,0.0
69,69,-0.006454831920564175,0.0
70,70,-0.006455102935433388,0.0
71,71,-0.006454699672758579,0.0
72,72,-0.006454632617533207,0.0
73,73,-0.00645460095256567,0.0
74,74,-0.006454702001065016,0.0
75,75,-0.006454821210354567,0.0
76,76,-0.006454994902014732,0.0
77,77,-0.006455339025706053,0.0
78,78,-0.006455100141465664,0.0
79,79,-0.006455232854932547,0.0
80,80,-0.006455305498093367,0.0
81,81,-0.006452959030866623,0.0
82,82,-0.006454909685999155,0.0
83,83,-0.006455030292272568,0.0
84,84,-0.006454987917095423,0.0
85,85,-0.0064546805806458,0.0
86,86,-0.006454897578805685,0.0
87,87,-0.006455502938479185,0.0
88,88,-0.006454824935644865,0.0
89,89,-0.006455634720623493,0.0
90,90,-0.006454812362790108,0.0
91,91,-0.006454809103161097,0.0
92,92,-0.0064549921080470085,0.0
93,93,-0.0064550177194178104,0.0
94,94,-0.006454891059547663,0.0
95,95,-0.006454921327531338,0.0
96,96,-0.006455002818256617,0.0
97,97,-0.0064552766270935535,0.0
98,98,-0.00645506801083684,0.0
99,99,-0.006454967427998781,0.0
100,100,-0.006455346010625362,0.0
101,101,-0.006454875692725182,0.0
102,102,-0.006453931797295809,0.0
103,103,-0.0064553264528512955,0.0
104,104,-0.006455631926655769,0.0
105,105,-0.006455159746110439,0.0
106,106,-0.006454841699451208,0.0
107,107,-0.006455008871853352,0.0
108,108,-0.006455027032643557,0.0
109,109,-0.0064553553238511086,0.0
110,110,-0.006455089896917343,0.0
111,111,-0.0064552961848676205,0.0
112,112,-0.006455079652369022,0.0
113,113,-0.006454786751419306,0.0
114,114,-0.006455083843320608,0.0
115,115,-0.006454687565565109,0.0
116,116,-0.006455574184656143,0.0
117,117,-0.00645471503958106,0.0
118,118,-0.006455209106206894,0.0
119,119,-0.006454747635871172,0.0
120,120,-0.00645518209785223,0.0
121,121,-0.006455529481172562,0.0
122,122,-0.0064550223760306835,0.0
123,123,-0.0064550600945949554,0.0
124,124,-0.006454674061387777,0.0
125,125,-0.006455052178353071,0.0
126,126,-0.0064551508985459805,0.0
127,127,-0.006454972550272942,0.0
128,128,-0.006455176044255495,0.0
129,129,-0.006455380003899336,0.0
130,130,-0.0064548016525805,0.0
131,131,-0.006455247290432453,0.0
132,132,-0.006455008871853352,0.0
133,133,-0.006454863119870424,0.0
134,134,-0.006455113645642996,0.0
135,135,-0.006455640308558941,0.0
136,136,-0.006454954855144024,0.0
137,137,-0.0064549632370471954,0.0
138,138,-0.006455559283494949,0.0
139,139,-0.006454820279031992,0.0
140,140,-0.006454656831920147,0.0
141,141,-0.006454912479966879,0.0
142,142,-0.0064536286517977715,0.0
143,143,-0.00645573390647769,0.0
144,144,-0.006454982794821262,0.0
145,145,-0.006455698050558567,0.0
146,146,-0.0064550177194178104,0.0
147,147,-0.006455207709223032,0.0
148,148,-0.006454597692936659,0.0
149,149,-0.0064550405368208885,0.0
150,150,-0.0064553627744317055,0.0
151,151,-0.006454435642808676,0.0
152,152,-0.006455350201576948,0.0
153,153,-0.0064547136425971985,0.0
154,154,-0.006454880814999342,0.0
155,155,-0.006454737391322851,0.0
156,156,-0.00645493995398283,0.0
157,157,-0.006455207709223032,0.0
158,158,-0.006455406546592712,0.0
159,159,-0.006455135997384787,0.0
160,160,-0.0064554838463664055,0.0
161,161,-0.006454793270677328,0.0
162,162,-0.006455682683736086,0.0
163,163,-0.00645496416836977,0.0
164,164,-0.006455318536609411,0.0
165,165,-0.006455200724303722,0.0
166,166,-0.006454641465097666,0.0
167,167,-0.006454945541918278,0.0
168,168,-0.006455087568610907,0.0
169,169,-0.006453680340200663,0.0
170,170,-0.006455193739384413,0.0
171,171,-0.006454940419644117,0.0
172,172,-0.006454810034483671,0.0
173,173,-0.006455650087445974,0.0
174,174,-0.00645492784678936,0.0
175,175,-0.0064551811665296555,0.0
176,176,-0.0064551979303359985,0.0
177,177,-0.006455168593674898,0.0
178,178,-0.006453640293329954,0.0
179,179,-0.0064555988647043705,0.0
180,180,-0.006454972550272942,0.0
181,181,-0.006455098278820515,0.0
182,182,-0.006454998627305031,0.0
183,183,-0.006454734597355127,0.0
184,184,-0.006454847753047943,0.0
185,185,-0.006454947870224714,0.0
186,186,-0.006454849150031805,0.0
187,187,-0.006454801186919212,0.0
188,188,-0.006455272436141968,0.0
189,189,-0.006454653572291136,0.0
190,190,-0.006455918308347464,0.0
191,191,-0.00645489152520895,0.0
192,192,-0.006454912014305592,0.0
193,193,-0.006455399561673403,0.0
194,194,-0.006454929709434509,0.0
195,195,-0.006455318536609411,0.0
196,196,-0.006454404443502426,0.0
197,197,-0.006455216556787491,0.0
198,198,-0.006454667542129755,0.0
199,199,-0.006455447990447283,0.0
